,Date,OPEN,HIGH,LOW,VOLUME,CLOSE,rt3,rt5
0,2013-08-26,30.8105146025,30.9688873738,30.676139000000003,5472400,30.676139000000003,-0.003581611101710055,0.009132635629275118
1,2013-08-27,30.359395119499997,30.5897560356,30.1338367085,4870800,30.143434999999997,0.003484573009015044,0.0403843822046162
2,2013-08-28,30.1002424875,30.5705587689,30.0666489473,6044000,30.412186,0.01789108484342429,0.03514877227174666
3,2013-08-29,30.330329953400003,30.7492433665,30.2773633473,4600000,30.566269000000002,0.02599237741446297,0.02362954405720878
4,2013-08-30,30.677015614000002,30.715537394600002,30.142538788699998,5851000,30.248471999999996,0.040751314644918414,0.041069743952686415
5,2013-09-03,30.6288660454,31.2500147202,30.5758994389,8214000,30.956293,0.01073264812424402,0.03935290313992049
6,2013-09-04,30.9755532338,31.5292904651,30.9611084088,7101400,31.360759,0.004145626705016885,0.037770610079940904
7,2013-09-05,31.2981645594,31.5774414523,31.148897353000002,5271600,31.481137,0.022025125712581382,0.04129711071109019
8,2013-09-06,31.4907698139,31.5629968294,30.8985103085,4632600,31.288535999999997,0.04016608511181227,0.04509079619449115
9,2013-09-09,31.327053601,31.5822530517,31.2644582361,4147800,31.490769,0.04097861185924033,0.0426605650690843
10,2013-09-10,32.1167303289,32.25155608,31.760413728000003,13380000,32.174513,0.016312539058477706,0.02244835842581385
11,2013-09-11,32.251556135,32.6560232772,32.1745130549,9112400,32.545274,0.00887714142458914,0.027962831101068602
12,2013-09-12,32.7234343286,33.1760553835,32.6463946188,8249800,32.781217,0.0035252199453121797,0.020857767422118582
13,2013-09-13,32.6945449348,32.8101059432,32.3526726782,6584600,32.699360999999996,0.023118830976544234,0.021499013390506534
14,2013-09-16,33.1038277613,33.1375334768,32.6993611009,5337600,32.834183,0.01921098508831466,0.011585304254410577
15,2013-09-17,32.8293665697,33.0653056128,32.7330659709,7752400,32.896778000000005,0.01536889114186193,0.016247092648404515
16,2013-09-18,32.7282505946,33.633488376399995,32.708989704000004,8548000,33.455332,-0.007196311786713103,-0.008059940938562396
17,2013-09-19,33.5949663137,33.9753598658,33.1327169881,14627600,33.46496,-0.0010071728757481753,0.012086283682992716
18,2013-09-20,33.3205053745,33.4649598833,32.7908446205,37157000,33.402365,-0.0064869957561388605,0.06155393487856322
19,2013-09-23,33.2771723667,33.4890378302,32.7619564223,11022000,33.214577,0.01971574107356548,0.05305878199201526
20,2013-09-24,33.436071065300006,33.5708934471,33.3156935087,7432800,33.431255,0.06063658094797825,0.0430649103660632
21,2013-09-25,33.431255179699995,33.479405721,33.0990121588,7883200,33.185684,0.05397562394675971,0.043093461626404796
22,2013-09-26,33.3349540256,33.9416544961,33.2964327264,13765000,33.869427,0.02957068036610128,0.018481712135253826
23,2013-09-27,36.0265945392,36.2336439331,35.318773555199996,31182000,35.458412,-0.023764233998973358,-0.020369355514285502
24,2013-09-30,34.8131904508,35.232101935799996,34.7457795013,14796400,34.976902,-0.013766513683802162,-0.01789652496953563
25,2013-10-01,35.1695067795,35.270623443699996,34.6783644314,10444400,34.870969,-0.003866310683824326,-0.029549824095797282
26,2013-10-02,34.6879974976,34.7939302299,34.4713154863,8751600,34.61577,-0.007650645933919595,-0.013910162911297297
27,2013-10-03,34.6157695561,34.9094912746,34.2161155883,7144600,34.495391999999995,-0.018983810939153647,0.02512567475679073
28,2013-10-04,34.5579872545,34.8372636653,34.3413090987,7168200,34.736146999999995,-0.017327425520164783,0.018297740391299222
29,2013-10-07,34.3846465673,34.6542908447,34.3316799619,5172800,34.350937,0.029436606052405334,0.038127315129715324
30,2013-10-08,34.4087200633,34.972086061300004,33.7923874592,7514200,33.840538,0.045247566690576856,0.04880477964032355
31,2013-10-09,33.9560992557,34.4135358905,33.686454495599996,9282200,34.134259,0.04471715644977088,0.051206062507465
32,2013-10-10,34.7409638078,35.366924694699996,34.6398466602,11104800,35.362111999999996,0.003676420684375459,0.014978177773997205
33,2013-10-11,35.3765560652,35.501749684400004,35.0924631116,10792200,35.37174,0.014429598317753015,0.03362376292486609
34,2013-10-14,35.126169173200005,35.7136121243,35.0443133987,6199800,35.660646,0.006481262285601785,0.027410187689813646
35,2013-10-15,35.5836063868,35.8099166727,35.3476673409,7951200,35.492118,0.030118039165766542,0.030525030937855063
36,2013-10-16,35.6750901248,35.930293910900005,35.4969337516,8751600,35.88214,0.02106816928979159,0.013955995935582445
37,2013-10-17,35.8002836144,35.9447386053,35.670277782,9384400,35.891771999999996,0.019050160019962358,0.013013177504861077
38,2013-10-18,35.896588341,36.5899606502,35.7617625904,9830800,36.561071000000005,-0.004872942589674285,-0.003029150869240278
39,2013-10-21,36.5418103998,36.772937233200004,36.354021894,9992600,36.638111,-0.007622472676061367,-0.007622472676061367
40,2013-10-22,36.6477434964,36.8307159363,36.3636505392,6818800,36.575516,-0.003422890875961954,-0.0006581725326855632
41,2013-10-23,36.3732822402,36.5658868083,36.1662328471,4762000,36.382911,-0.0006616567871658577,0.0075436789541110435
42,2013-10-24,36.4069885409,36.488844316,36.2288283134,5626400,36.358838,0.005297336510039192,0.0033108043771917254
43,2013-10-25,36.3829110511,36.7681206694,36.2817939055,6889000,36.450322,0.005680333907612539,0.004755623283657142
44,2013-10-28,36.474399490799996,36.5851482869,36.291427050100005,6136800,36.358838,0.0033108043771917254,0.011389225365233076
45,2013-10-29,36.488844263400004,36.6814488343,36.3732827727,4201000,36.551443,0.0019759274620156867,0.016993720330001707
46,2013-10-30,36.8884988341,37.0233207342,36.5707001595,6314200,36.657371999999995,0.0031525718755835443,0.008275388644881743
47,2013-10-31,36.6140373792,36.7247828031,36.180677220999996,8184400,36.479215,0.01900734431922381,-0.0007920400699412969
48,2013-11-01,36.4984757516,36.8018257426,36.4262487378,4221600,36.623666,0.009203338628088215,0.013936453002820667
49,2013-11-04,36.753676109699995,36.8547927745,36.4166165476,3609200,36.772937,-0.008773163807938402,0.010344373635426455
50,2013-11-05,36.6140380639,37.2303706716,36.5369945017,6320400,37.172588,-0.0010361936596934354,-0.004274547685514891
51,2013-11-06,37.3940861675,37.3940861675,36.6670047614,3945400,36.960726,0.005211044826337983,0.014200045745854711
52,2013-11-07,37.1725873258,37.2207412366,36.4310649619,6250800,36.450322,0.015455830541085454,0.03883757186013331
53,2013-11-08,36.3973559851,37.1436982785,36.3925437719,5821600,37.13407,0.009465700904856416,0.027230249741006032
